DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindSpeed
2020-03-07T20:25:00,40,45,,83,,BKN:07 29,29.9,10,43,0
2020-03-07T20:34:00,40,44,,85,,SCT:04 29,29.9,10,42,6
2020-03-07T20:52:00,43,45,,93,,BKN:07 29,29.91,10,44,6
2020-03-07T20:54:00,42,46,0,86,29.95,BKN:07 29,29.91,10,44,6
2020-03-07T21:25:00,41,44,,89,,SCT:04 29,29.92,10,43,7
2020-03-07T21:54:00,39,42,0,89,29.96,CLR:00,29.92,10,41,0
2020-03-07T22:54:00,38,41,0,89,29.96,CLR:00,29.93,10,40,0
2020-03-07T23:54:00,37,40,0,89,29.96,CLR:00,29.92,10,39,0
2020-03-07T23:59:00,,,,,,,,,,
2020-03-08T00:54:00,36,38,0,93,29.95,CLR:00,29.92,10,37,0
2020-03-08T01:54:00,33,36,0,89,29.96,CLR:00,29.92,10,35,6
2020-03-08T02:54:00,33,35,0,93,29.94,CLR:00,29.91,10,34,8
2020-03-08T03:54:00,34,36,0,93,29.93,CLR:00,29.9,10,35,7
2020-03-08T04:54:00,35,36,0,97,29.93,SCT:04 55,29.9,10,36,7
2020-03-08T05:54:00,36,38,0,93,29.94,BKN:07 50,29.91,10,37,8
2020-03-08T06:54:00,37,40,0,89,29.95,OVC:08 48,29.92,10,39,8
2020-03-08T07:54:00,39,43,0,86,29.96,SCT:04 45 OVC:08 75,29.93,10,41,6
2020-03-08T08:54:00,41,46,0,83,29.98,BKN:07 75,29.95,10,44,6
2020-03-08T09:54:00,42,50,0,74,30,OVC:08 50,29.97,10,46,0
2020-03-08T10:54:00,43,54,0,67,29.99,BKN:07 50,29.96,10,49,0
2020-03-08T11:54:00,42,55,0,62,29.99,SCT:04 48 BKN:07 60,29.96,10,49,5
2020-03-08T12:54:00,42,55,0,62,29.98,BKN:07 60,29.94,10,49,6
2020-03-08T13:54:00,39,56,0,53,29.97,BKN:07 60,29.93,10,48,8
2020-03-08T14:54:00,41,55,0,59,29.96,BKN:07 55 OVC:08 70,29.93,10,48,8
2020-03-08T15:54:00,42,55,0,62,29.97,BKN:07 70,29.93,10,49,9
2020-03-08T16:54:00,41,54,0,62,29.97,FEW:02 120,29.93,10,48,7
2020-03-08T17:54:00,41,51,0,69,29.96,CLR:00,29.93,10,46,6
2020-03-08T18:54:00,41,50,0,71,29.98,CLR:00,29.95,10,46,3
2020-03-08T19:54:00,41,49,0,74,29.99,CLR:00,29.96,10,45,3
2020-03-08T20:54:00,39,44,0,83,30.01,CLR:00,29.98,10,42,3
2020-03-08T21:54:00,40,45,0,83,30.03,FEW:02 120,30,10,43,3
2020-03-08T22:54:00,41,46,0,83,30.04,BKN:07 60 BKN:07 100,30.01,10,44,0
2020-03-08T23:54:00,40,46,0,79,30.04,CLR:00,30.01,10,43,3
2020-03-08T23:59:00,,,,,,,,,,
2020-03-09T00:54:00,39,45,0,80,30.05,CLR:00,30.02,10,42,0
2020-03-09T01:54:00,38,42,0,85,30.06,CLR:00,30.03,10,40,6
2020-03-09T02:54:00,39,43,0,86,30.05,OVC:08 60,30.02,10,41,3
2020-03-09T03:54:00,40,45,0,83,30.05,FEW:02 65,30.02,10,43,7
2020-03-09T04:54:00,41,46,0,83,30.06,FEW:02 70,30.03,10,44,8
2020-03-09T05:54:00,40,46,0,79,30.06,FEW:02 120,30.03,10,43,8
2020-03-09T06:54:00,38,44,0,79,30.07,CLR:00,30.04,10,41,8
2020-03-09T07:54:00,41,51,0,69,30.08,CLR:00,30.05,10,46,9
2020-03-09T08:54:00,41,56,0,57,30.1,CLR:00,30.07,10,49,8
2020-03-09T09:54:00,42,61,0,50,30.11,CLR:00,30.07,10,51,7
2020-03-09T10:54:00,41,63,0,45,30.1,CLR:00,30.06,10,52,10
2020-03-09T11:54:00,39,63,0,41,30.09,CLR:00,30.06,10,51,6
2020-03-09T12:54:00,40,64,0,41,30.07,CLR:00,30.04,10,52,6
2020-03-09T13:54:00,41,65,0,42,30.05,CLR:00,30.02,10,53,7
2020-03-09T14:54:00,42,66,0,42,30.04,CLR:00,30.01,10,54,8
2020-03-09T15:54:00,42,66,0,42,30.03,FEW:02 60,30,10,54,10
2020-03-09T16:54:00,42,65,0,43,30.01,CLR:00,29.98,10,53,6
2020-03-09T17:54:00,42,62,0,48,30.02,CLR:00,29.98,10,52,8
2020-03-09T18:54:00,41,58,0,53,30.03,CLR:00,29.99,10,50,0
2020-03-09T19:54:00,40,56,0,55,30.04,CLR:00,30.01,10,48,0
2020-03-09T20:54:00,40,48,0,74,30.05,CLR:00,30.02,10,44,0
2020-03-09T21:54:00,41,48,0,77,30.06,CLR:00,30.03,10,45,5
2020-03-09T22:54:00,37,47,0,69,30.07,CLR:00,30.04,10,43,0
2020-03-09T23:54:00,36,41,0,82,30.06,CLR:00,30.03,10,39,0
2020-03-09T23:59:00,,,,,,,,,,
2020-03-10T00:54:00,38,44,0,79,30.06,CLR:00,30.03,10,41,7
2020-03-10T01:54:00,35,38,0,89,30.06,CLR:00,30.03,10,37,0
2020-03-10T02:54:00,36,39,0,89,30.04,CLR:00,30.01,10,38,0
2020-03-10T03:54:00,36,39,0,89,30.01,CLR:00,29.98,10,38,6
2020-03-10T04:54:00,36,40,0,86,30.01,CLR:00,29.98,10,38,0
2020-03-10T05:54:00,35,38,0,89,30.01,CLR:00,29.97,10,37,0
2020-03-10T06:54:00,35,39,0,86,30.01,CLR:00,29.97,10,37,0
2020-03-10T07:54:00,45,49,0,86,30,CLR:00,29.97,10,47,0
2020-03-10T08:54:00,44,57,0,62,30,CLR:00,29.96,10,50,0
2020-03-10T09:54:00,45,62,0,54,30,CLR:00,29.96,10,53,0
2020-03-10T10:54:00,40,69,0,35,29.98,CLR:00,29.95,10,54,9
2020-03-10T11:54:00,47,66,0,50,29.97,CLR:00,29.94,10,56,11
2020-03-10T12:54:00,47,70,0,44,29.95,CLR:00,29.92,10,57,11
2020-03-10T13:54:00,46,69,0,44,29.93,CLR:00,29.9,10,57,9
2020-03-10T14:54:00,46,71,0,41,29.93,CLR:00,29.9,10,57,9
2020-03-10T15:54:00,47,68,0,47,29.93,SCT:04 120,29.89,10,57,7
2020-03-10T16:54:00,48,66,0,52,29.91,CLR:00,29.88,10,56,6
2020-03-10T17:54:00,47,64,0,54,29.92,CLR:00,29.89,10,55,0
2020-03-10T18:54:00,42,54,0,64,29.93,CLR:00,29.9,10,48,0
2020-03-10T19:54:00,42,52,0,69,29.93,CLR:00,29.9,10,47,0
2020-03-10T20:54:00,42,50,0,74,29.95,CLR:00,29.91,10,46,3
2020-03-10T21:54:00,48,54,0,80,29.98,FEW:02 110,29.95,10,51,7
2020-03-10T22:54:00,44,51,0,77,30,FEW:02 90,29.97,10,48,0
2020-03-10T23:54:00,43,48,0,83,29.99,CLR:00,29.96,10,46,3
2020-03-10T23:59:00,,,,,,,,,,
2020-03-11T00:54:00,42,47,0,83,30,CLR:00,29.97,10,45,3
2020-03-11T01:54:00,42,47,0,83,30,CLR:00,29.97,10,45,5
2020-03-11T02:54:00,41,46,0,83,30,CLR:00,29.97,10,44,5
2020-03-11T03:54:00,41,44,0,89,30,CLR:00,29.97,10,43,5
2020-03-11T04:54:00,41,46,0,83,30.01,CLR:00,29.98,10,44,8
2020-03-11T05:54:00,41,44,0,89,30.02,CLR:00,29.99,10,43,6
2020-03-11T06:54:00,41,44,0,89,30.03,CLR:00,30,10,43,3
2020-03-11T07:54:00,44,50,0,80,30.04,CLR:00,30.01,10,47,0
2020-03-11T08:54:00,46,55,0,72,30.06,CLR:00,30.03,10,50,0
2020-03-11T09:54:00,47,60,0,62,30.06,CLR:00,30.03,10,53,5
2020-03-11T10:54:00,48,64,0,56,30.04,CLR:00,30.01,10,55,7
2020-03-11T11:54:00,51,66,0,59,30.03,CLR:00,29.99,10,58,7
2020-03-11T12:54:00,51,68,0,55,30,CLR:00,29.97,10,58,8
2020-03-11T13:54:00,51,69,0,53,29.98,CLR:00,29.94,10,59,9
2020-03-11T14:54:00,52,70,0,53,29.96,CLR:00,29.93,10,60,13
2020-03-11T15:54:00,52,69,0,55,29.96,CLR:00,29.92,10,59,8
2020-03-11T16:54:00,49,66,0,54,29.94,CLR:00,29.91,10,57,11
2020-03-11T17:54:00,48,62,0,60,29.95,CLR:00,29.91,10,55,11
2020-03-11T18:54:00,45,59,0,60,29.95,CLR:00,29.91,10,52,11
2020-03-11T19:54:00,45,54,0,72,29.96,CLR:00,29.93,10,49,5
2020-03-11T20:54:00,46,53,0,77,29.97,CLR:00,29.94,10,49,0
2020-03-11T21:54:00,45,49,0,86,29.98,CLR:00,29.94,10,47,6
2020-03-11T22:54:00,43,46,0,89,29.97,CLR:00,29.94,10,45,3
2020-03-11T23:54:00,46,48,0,93,29.97,CLR:00,29.94,10,47,6
2020-03-11T23:59:00,,,,,,,,,,
2020-03-12T00:54:00,46,49,0,90,29.97,CLR:00,29.94,10,48,0
2020-03-12T01:54:00,43,45,0,93,29.96,CLR:00,29.93,10,44,3
2020-03-12T02:31:00,42,44,,93,,CLR:00,29.92,2.5,43,0
2020-03-12T02:39:00,43,43,,100,,CLR:00,29.91,9,43,0
2020-03-12T02:54:00,41,41,0,100,29.94,CLR:00,29.91,3,41,0
2020-03-12T02:56:00,41,41,,100,,CLR:00,29.91,1.75V,41,0
2020-03-12T03:03:00,41,42,,96,,FEW:02 7,29.91,1.75,42,0
2020-03-12T03:06:00,40,42,,92,,FEW:02 7,29.91,4,41,0
2020-03-12T03:54:00,40,40,0,100,29.93,CLR:00,29.9,10,40,0
2020-03-12T04:54:00,40,42,0,92,29.92,CLR:00,29.89,10,41,3
2020-03-12T05:25:00,39,40,,97,,CLR:00,29.89,1.75V,40,0
2020-03-12T05:50:00,39,39,,100,,VV:09 6,29.88,0.75,39,0
2020-03-12T05:54:00,39,40,0,97,29.91,CLR:00,29.88,8,40,0
2020-03-12T06:02:00,39,39,,100,,VV:09 6,29.88,0.5,39,0
2020-03-12T06:15:00,37,38,,97,,CLR:00,29.88,8,38,0
2020-03-12T06:54:00,40,40,0,100,29.91,CLR:00,29.87,8,40,0
2020-03-12T07:54:00,46,48,0,93,29.9,CLR:00,29.87,10,47,0
2020-03-12T08:54:00,47,53,0,80,29.9,CLR:00,29.87,10,50,3
2020-03-12T09:54:00,49,56,0,77,29.89,CLR:00,29.85,10,52,5
2020-03-12T10:54:00,50,61,0,67,29.86,CLR:00,29.83,10,55,8
2020-03-12T11:54:00,51,64,0,63,29.83,CLR:00,29.79,10,57,7
2020-03-12T12:54:00,53,69,0,57,29.79,CLR:00,29.75,10,60,10
2020-03-12T13:54:00,52,70,0,53,29.75,CLR:00,29.72,10,60,13
2020-03-12T14:54:00,51,70,0,51,29.74,CLR:00,29.7,10,59,11
2020-03-12T15:54:00,50,68,0,53,29.72,CLR:00,29.68,10,58,9
2020-03-12T16:54:00,48,67,0,51,29.7,CLR:00,29.66,10,57,10
2020-03-12T17:54:00,46,62,0,56,29.7,CLR:00,29.67,10,54,8
2020-03-12T18:54:00,51,57,0,81,29.7,CLR:00,29.67,10,54,8
2020-03-12T19:54:00,50,54,0,87,29.71,CLR:00,29.68,10,52,5
2020-03-12T20:54:00,49,52,0,89,29.7,CLR:00,29.67,10,50,6
2020-03-12T21:54:00,47,50,0,89,29.7,CLR:00,29.66,10,48,3
2020-03-12T22:54:00,45,47,0,93,29.7,CLR:00,29.67,10,46,6
2020-03-12T23:54:00,44,46,0,93,29.7,CLR:00,29.66,10,45,0
2020-03-12T23:59:00,,,,,,,,,,
2020-03-13T00:50:00,45,46,,93,,FEW:02 8,29.66,1.75,46,3
2020-03-13T00:52:00,45,45,,100,,VV:09 8,29.66,1,45,0
2020-03-13T00:54:00,45,46,0,96,29.69,VV:09 8,29.66,0.75,46,0
2020-03-13T01:01:00,44,45,,97,,VV:09 8,29.66,0.5,45,0
2020-03-13T01:16:00,44,44,,100,,OVC:08 8,29.66,1.00V,44,0
2020-03-13T01:22:00,46,47,,97,,OVC:08 8,29.66,4,47,3
2020-03-13T01:54:00,47,48,0,96,29.69,OVC:08 9,29.65,10,48,3
2020-03-13T02:54:00,47,48,0,96,29.67,OVC:08 9,29.64,9,48,0
2020-03-13T03:54:00,48,51,0,89,29.67,OVC:08 9,29.64,8,49,0
2020-03-13T04:13:00,48,50,,93,,OVC:08 10,29.64,8,49,0
2020-03-13T04:54:00,48,50,0,93,29.67,OVC:08 10,29.64,8,49,3
2020-03-13T05:54:00,48,51,0,89,29.69,OVC:08 10,29.65,8,49,5
2020-03-13T06:07:00,47,51,,86,,OVC:08 9,29.66,8,49,9
2020-03-13T06:39:00,47,50,,89,,SCT:04 9 BKN:07 16,29.67,7,48,15
2020-03-13T06:54:00,47,49,0,93,29.71,SCT:04 9 BKN:07 16,29.67,6,48,7
2020-03-13T07:16:00,47,49,,93,,BKN:07 11 OVC:08 17,29.68,4,48,7
2020-03-13T07:54:00,48,50,0,93,29.72,OVC:08 10,29.69,4,49,5
2020-03-13T08:54:00,48,52,0,86,29.74,BKN:07 13,29.71,9,50,3
2020-03-13T09:54:00,49,56,0,77,29.74,BKN:07 13,29.71,10,52,13
2020-03-13T10:54:00,49,59,0,69,29.74,BKN:07 13,29.71,10,54,22
2020-03-13T11:01:00,49,60,,67,,BKN:07 13,29.7,10,54,23
2020-03-13T11:09:00,49,60,,67,,BKN:07 13,29.71,10,54,20
2020-03-13T11:52:00,48,63,,59,,BKN:07 29 OVC:08 35,29.71,10,55,23
2020-03-13T11:54:00,49,61,0,65,29.74,BKN:07 29 OVC:08 35,29.71,10,55,22
2020-03-13T12:18:00,49,62,,62,,SCT:04 27 BKN:07 33,29.71,10,55,24
2020-03-13T12:54:00,49,60,0,67,29.74,BKN:07 24 OVC:08 31,29.7,10,54,24
2020-03-13T13:54:00,48,60,0,65,29.73,OVC:08 33,29.7,10,54,25
2020-03-13T14:54:00,47,59,0,64,29.75,OVC:08 35,29.71,10,53,24
2020-03-13T15:54:00,48,58,0,70,29.75,SCT:04 28 OVC:08 41,29.72,10,53,24
2020-03-13T16:16:00,48,56,,75,,OVC:08 28,29.72,10,52,22
2020-03-13T16:54:00,48,55,0,77,29.76,BKN:07 26 OVC:08 31,29.73,9,51,17
2020-03-13T17:54:00,46,55,0,72,29.78,OVC:08 26,29.75,10,50,17
2020-03-13T18:54:00,46,54,0,75,29.79,OVC:08 26,29.76,10,50,16
2020-03-13T19:01:00,46,54,,75,,BKN:07 32 OVC:08 39,29.76,10,50,18
2020-03-13T19:54:00,48,53,0,83,29.82,FEW:02 17 SCT:04 22 OVC:08 31,29.78,10,50,15
2020-03-13T20:04:00,48,54,,80,,BKN:07 20 OVC:08 31,29.79,10,51,15
2020-03-13T20:54:00,46,52,0,80,29.84,OVC:08 24,29.81,10,49,16
2020-03-13T21:54:00,44,51,0,77,29.87,OVC:08 20,29.84,10,48,16
2020-03-13T22:54:00,44,50,0,80,29.89,OVC:08 24,29.86,10,47,13
2020-03-13T23:20:00,44,50,,80,,OVC:08 30,29.86,10,47,13
2020-03-13T23:54:00,43,50,0,77,29.89,OVC:08 32,29.85,10,47,11
2020-03-13T23:59:00,,,,,,,,,,
2020-03-14T00:22:00,45,49,,86,,FEW:02 19 BKN:07 26 OVC:08 32,29.87,6,47,13
2020-03-14T00:37:00,45,48,,89,,FEW:02 17 SCT:04 25 OVC:08 40,29.86,10,47,13
2020-03-14T00:54:00,46,49,T,90,29.9,OVC:08 40,29.86,10,48,11
2020-03-14T01:54:00,45,49,0,86,29.89,BKN:07 46,29.86,10,47,13
2020-03-14T02:54:00,45,51,0,80,29.88,OVC:08 49,29.85,10,48,16
2020-03-14T03:54:00,45,51,0,80,29.88,OVC:08 42,29.85,10,48,17
2020-03-14T04:39:00,46,48,0.01,93,,FEW:02 7 BKN:07 24 OVC:08 41,29.87,4,47,13
2020-03-14T04:54:00,46,48,0.03,93,29.91,SCT:04 5 BKN:07 16 OVC:08 32,29.87,3,47,13
2020-03-14T05:45:00,46,48,0.05,93,,FEW:02 22 BKN:07 34 OVC:08 45,29.88,10,47,5
2020-03-14T05:54:00,46,48,0.05,93,29.92,FEW:02 22 SCT:04 32 OVC:08 39,29.89,9,47,0
2020-03-14T06:54:00,45,49,0.01,86,29.93,OVC:08 39,29.9,10,47,9
2020-03-14T07:54:00,45,49,0.01,86,29.95,OVC:08 39,29.92,3,47,10
2020-03-14T08:01:00,45,49,T,86,,SCT:04 17 BKN:07 29 OVC:08 50,29.92,5,47,8
2020-03-14T08:12:00,46,49,T,90,,SCT:04 17 BKN:07 29 OVC:08 50,29.92,10,48,7
2020-03-14T08:54:00,45,50,T,83,29.96,SCT:04 17 BKN:07 29 OVC:08 50,29.92,10,48,11
2020-03-14T09:21:00,45,50,T,83,,FEW:02 20 BKN:07 37 OVC:08 55,29.93,10,48,10
2020-03-14T09:54:00,45,50,0.01,83,29.96,FEW:02 19 BKN:07 46 OVC:08 55,29.93,10,48,8
2020-03-14T10:54:00,44,52,T,75,29.96,FEW:02 36 OVC:08 50,29.92,10,48,11
2020-03-14T11:51:00,45,52,T,77,,FEW:02 33 BKN:07 41 OVC:08 50,29.91,10,49,13
2020-03-14T11:54:00,44,52,T,75,29.95,FEW:02 33 SCT:04 39 OVC:08 50,29.91,10,48,11
2020-03-14T12:54:00,42,52,0.01,69,29.95,BKN:07 33 OVC:08 55,29.92,10,47,13
2020-03-14T13:54:00,41,53,T,64,29.92,FEW:02 40 BKN:07 55 OVC:08 90,29.89,10,47,13
2020-03-14T14:54:00,43,53,0,69,29.92,BKN:07 47 OVC:08 60,29.88,10,48,13
2020-03-14T15:54:00,40,54,0,59,29.91,BKN:07 40 OVC:08 85,29.87,10,47,15
2020-03-14T16:54:00,40,53,0,61,29.9,BKN:07 44 OVC:08 55,29.87,10,47,13
2020-03-14T17:54:00,40,51,0,66,29.9,BKN:07 38,29.86,10,46,13
2020-03-14T18:54:00,41,48,0,77,29.9,FEW:02 55 SCT:04 110,29.87,10,45,10
2020-03-14T19:54:00,42,47,0.01,83,29.91,FEW:02 22 BKN:07 30 OVC:08 50,29.88,9,45,7
2020-03-14T20:22:00,43,47,0.02,86,,SCT:04 25 BKN:07 29 OVC:08 38,29.87,9,45,3
2020-03-14T20:52:00,43,46,,87,,SCT:04 24 BKN:07 34 OVC:08 40,29.87,10,45,0
2020-03-14T20:54:00,43,47,0.03,86,29.9,SCT:04 23 BKN:07 34 OVC:08 44,29.87,10,45,0
2020-03-14T21:54:00,44,46,T,93,29.9,BKN:07 30 OVC:08 43,29.86,10,45,0
2020-03-14T22:07:00,44,46,,93,,OVC:08 29,29.86,10,45,5
2020-03-14T22:26:00,43,47,,86,,OVC:08 32,29.85,10,45,3
2020-03-14T22:54:00,43,48,T,83,29.88,BKN:07 30 OVC:08 38,29.85,10,46,10
2020-03-14T23:15:00,43,48,0.01,83,,SCT:04 20 BKN:07 27 OVC:08 40,29.85,8,46,10
2020-03-14T23:35:00,44,48,0.04,86,,SCT:04 23 OVC:08 33,29.85,7,46,11
2020-03-14T23:54:00,44,47,0.07,90,29.88,FEW:02 16 OVC:08 33,29.85,5,46,6
2020-03-14T23:59:00,,,,,,,,,,
2020-03-15T00:54:00,44,47,0.04,90,29.87,OVC:08 38,29.84,10,46,8
2020-03-15T01:54:00,43,47,0.03,86,29.87,SCT:04 39 OVC:08 48,29.84,10,45,9
2020-03-15T02:54:00,44,49,T,83,29.85,FEW:02 60 SCT:04 75 BKN:07 90,29.81,10,47,14
2020-03-15T03:54:00,43,48,0.03,83,29.85,FEW:02 26 SCT:04 38 OVC:08 45,29.81,9,46,18
2020-03-15T04:54:00,43,48,0.02,83,29.85,SCT:04 33 BKN:07 47 OVC:08 120,29.82,10,46,13
2020-03-15T05:54:00,43,49,T,80,29.86,BKN:07 35 BKN:07 48 OVC:08 70,29.83,10,46,18
2020-03-15T06:40:00,41,48,0.01,77,,FEW:02 21 BKN:07 27 OVC:08 45,29.83,10,45,13
2020-03-15T06:54:00,41,48,0.01,77,29.87,FEW:02 24 BKN:07 29 OVC:08 47,29.84,10,45,13
2020-03-15T07:04:00,42,48,,80,,SCT:04 26 BKN:07 32 OVC:08 47,29.85,8,45,24
2020-03-15T07:09:00,42,46,0.03,86,,BKN:07 26 OVC:08 49,29.85,2.5,44,18
2020-03-15T07:15:00,42,46,0.03,86,,FEW:02 26 BKN:07 34 OVC:08 50,29.85,3,44,17
2020-03-15T07:54:00,42,46,0.03,86,29.91,BKN:07 41 OVC:08 49,29.87,10,44,6
2020-03-15T08:54:00,43,48,T,83,29.93,FEW:02 27 BKN:07 43 OVC:08 50,29.9,10,46,8
2020-03-15T09:54:00,44,50,0,80,29.94,FEW:02 21 BKN:07 110,29.9,10,47,8
2020-03-15T10:54:00,43,53,0,69,29.95,FEW:02 65 FEW:02 75 BKN:07 100,29.91,10,48,17
2020-03-15T11:54:00,42,50,T,74,29.95,FEW:02 35 SCT:04 42 BKN:07 50,29.92,10,46,23
2020-03-15T12:54:00,42,53,T,66,29.96,FEW:02 29 SCT:04 50 SCT:04 110,29.93,10,48,14
2020-03-15T13:54:00,40,55,0,57,29.94,SCT:04 39 SCT:04 55,29.91,10,48,16
2020-03-15T14:54:00,37,55,0,51,29.94,SCT:04 46 SCT:04 100,29.91,10,47,16
2020-03-15T15:54:00,36,54,0,51,29.93,FEW:02 50 BKN:07 120,29.9,10,46,15
2020-03-15T16:54:00,33,53,0,47,29.93,SCT:04 120,29.89,10,44,14
2020-03-15T17:54:00,33,51,0,50,29.93,OVC:08 100,29.9,10,43,10
2020-03-15T18:54:00,35,48,0,61,29.94,BKN:07 55 OVC:08 90,29.91,10,42,7
2020-03-15T19:54:00,37,48,T,66,29.95,BKN:07 47 OVC:08 55,29.92,10,43,6
2020-03-15T20:54:00,35,48,T,61,29.96,FEW:02 50 OVC:08 70,29.93,10,42,0
2020-03-15T21:54:00,36,47,T,66,29.95,BKN:07 55 OVC:08 100,29.91,10,42,0
2020-03-15T22:54:00,38,46,0,73,29.94,FEW:02 55 OVC:08 70,29.91,10,42,3
2020-03-15T23:54:00,39,46,0.01,77,29.94,BKN:07 46 OVC:08 75,29.91,10,43,5
2020-03-15T23:59:00,,,,,,,,,,
2020-03-16T00:54:00,38,44,0.01,79,29.93,BKN:07 50 OVC:08 65,29.9,10,41,5
2020-03-16T01:54:00,40,44,0.03,85,29.94,OVC:08 30,29.91,10,42,6
2020-03-16T02:08:00,39,44,0.01,83,,OVC:08 28,29.9,10,42,6
2020-03-16T02:30:00,38,43,0.01,82,,SCT:04 26 OVC:08 44,29.9,10,41,6
2020-03-16T02:54:00,38,43,0.02,82,29.93,OVC:08 46,29.9,10,41,9
2020-03-16T03:54:00,37,41,0.01,86,29.91,BKN:07 42 OVC:08 50,29.88,10,39,14
2020-03-16T04:54:00,37,41,T,86,29.91,OVC:08 48,29.88,10,39,14
2020-03-16T05:54:00,37,41,T,86,29.92,BKN:07 49 BKN:07 65 OVC:08 95,29.89,10,39,7
2020-03-16T06:54:00,37,41,0,86,29.93,FEW:02 36 OVC:08 47,29.9,10,39,8
2020-03-16T07:54:00,38,43,0,82,29.93,SCT:04 13 BKN:07 41 BKN:07 47,29.89,10,41,7
2020-03-16T08:52:00,37,45,,76,,BKN:07 15 OVC:08 55,29.91,10,41,7
2020-03-16T08:54:00,39,44,0,83,29.94,BKN:07 15 OVC:08 20,29.91,10,42,7
2020-03-16T09:54:00,40,46,0,79,29.93,OVC:08 17,29.9,10,43,10
2020-03-16T10:54:00,39,47,0,74,29.92,OVC:08 21,29.89,10,43,10
2020-03-16T11:54:00,39,48,0,71,29.91,OVC:08 20,29.88,10,44,9
2020-03-16T12:54:00,40,49,0,71,29.89,BKN:07 21,29.86,10,45,11
2020-03-16T13:54:00,41,51,0,69,29.88,BKN:07 24,29.85,10,46,11
2020-03-16T14:54:00,41,52,0,66,29.85,SCT:04 24,29.82,10,47,10
2020-03-16T15:54:00,39,50,0,66,29.85,SCT:04 24,29.82,10,45,10
2020-03-16T16:54:00,40,51,0,66,29.85,CLR:00,29.82,10,46,10
2020-03-16T17:54:00,39,48,0,71,29.86,CLR:00,29.83,10,44,8
2020-03-16T18:54:00,39,45,0,80,29.87,CLR:00,29.84,10,42,10
2020-03-16T19:54:00,39,45,0,80,29.88,CLR:00,29.85,10,42,8
2020-03-16T20:54:00,39,44,0,83,29.89,FEW:02 36,29.86,10,42,8
2020-03-16T21:54:00,39,44,0,83,29.9,SCT:04 32,29.87,10,42,6
2020-03-16T22:08:00,39,44,,83,,BKN:07 28,29.87,10,42,8
2020-03-16T22:20:00,40,45,,83,,SCT:04 28,29.87,10,43,8
2020-03-16T22:54:00,40,45,0,83,29.91,BKN:07 50,29.88,10,43,10
2020-03-16T23:54:00,39,44,0,83,29.92,SCT:04 27,29.88,10,42,6
2020-03-16T23:59:00,,,,,,,,,,
2020-03-17T00:54:00,39,43,0,86,29.91,CLR:00,29.88,10,41,7
2020-03-17T01:54:00,39,42,0,89,29.93,CLR:00,29.9,10,41,6
2020-03-17T02:54:00,37,40,0,89,29.93,CLR:00,29.9,10,39,8
2020-03-17T03:54:00,37,39,0,93,29.93,BKN:07 34,29.9,10,38,6
2020-03-17T04:35:00,38,41,,89,,FEW:02 6 OVC:08 34,29.91,10,40,0
2020-03-17T04:54:00,40,43,0,89,29.94,FEW:02 6 BKN:07 34 OVC:08 42,29.91,10,42,7
2020-03-17T05:54:00,39,42,0,89,29.94,FEW:02 41,29.91,9,41,8
2020-03-17T06:52:00,37,39,,93,,FEW:02 5,29.93,9,38,5
2020-03-17T06:54:00,38,40,0,93,29.96,SCT:04 5,29.93,10,39,6
2020-03-17T07:54:00,40,44,0,85,29.96,SCT:04 6,29.93,10,42,7
2020-03-17T08:54:00,41,46,0,83,29.97,FEW:02 8,29.94,10,44,9
2020-03-17T09:54:00,41,48,0,77,29.98,FEW:02 10,29.95,10,45,5
2020-03-17T10:54:00,42,49,0,77,29.97,FEW:02 16,29.94,10,46,6
2020-03-17T11:54:00,42,53,0,66,29.95,CLR:00,29.92,10,48,5
2020-03-17T12:54:00,37,54,0,53,29.93,CLR:00,29.9,10,46,6
2020-03-17T13:54:00,36,55,0,49,29.92,CLR:00,29.88,10,46,9
2020-03-17T14:54:00,40,54,0,59,29.91,CLR:00,29.87,10,47,11
2020-03-17T15:54:00,40,53,0,61,29.89,CLR:00,29.86,10,47,15
2020-03-17T16:54:00,38,52,0,59,29.89,SCT:04 120,29.86,10,45,13
2020-03-17T17:54:00,40,50,0,68,29.89,FEW:02 120,29.86,10,45,11
2020-03-17T18:54:00,40,49,0,71,29.9,BKN:07 110,29.87,10,45,9
2020-03-17T19:54:00,41,47,0,80,29.91,SCT:04 110,29.88,10,44,5
2020-03-17T20:54:00,42,47,0,83,29.93,FEW:02 42 BKN:07 110,29.89,10,45,5
2020-03-17T21:54:00,41,47,0,80,29.93,OVC:08 110,29.89,10,44,0
2020-03-17T22:54:00,42,47,0,83,29.92,FEW:02 38 OVC:08 100,29.89,10,45,3
2020-03-17T23:54:00,41,45,0,86,29.92,OVC:08 75,29.89,10,43,0
2020-03-17T23:59:00,,,,,,,,,,
2020-03-18T00:54:00,42,47,0,83,29.91,OVC:08 85,29.88,10,45,3
2020-03-18T01:54:00,42,46,0,86,29.9,FEW:02 55 OVC:08 70,29.87,10,44,0
2020-03-18T02:54:00,43,47,0.01,86,29.88,FEW:02 20 SCT:04 36 OVC:08 55,29.85,10,45,0
2020-03-18T03:54:00,43,47,0.01,86,29.87,FEW:02 22 SCT:04 36 OVC:08 45,29.84,10,45,0
